id,applicant_id,type,detail_json,actor,created_at
220,42,NOTE_ADDED,"{""noteId"":""38""}",Luis Ortega,2026-08-04T15:30:00.000Z
221,37,CALL_LOGGED,"{""callLogId"":""54""}",Dana Whitfield,2026-08-04T17:21:00.000Z
222,34,STATUS_CHANGED,"{""from"":""Offer"",""to"":""Hired"",""fromStatusId"":""5"",""toStatusId"":""6""}",Luis Ortega,2026-08-04T18:21:00.000Z
223,41,STATUS_CHANGED,"{""from"":""New"",""to"":""Rejected"",""fromStatusId"":""1"",""toStatusId"":""7""}",Luis Ortega,2026-08-04T20:14:00.000Z
224,37,CALL_LOGGED,"{""callLogId"":""55""}",Dana Whitfield,2026-08-05T13:00:00.000Z
225,43,APPLICATION_CREATED,"{""source"":""EMAIL""}",,2026-08-05T15:41:00.000Z
226,44,APPLICATION_CREATED,"{""source"":""EMAIL""}",,2026-08-05T19:32:00.000Z
227,45,APPLICATION_CREATED,"{""source"":""EMAIL""}",,2026-08-05T22:07:00.000Z
228,46,APPLICATION_CREATED,"{""source"":""APPLY_FORM""}",,2026-08-06T13:19:00.000Z
229,47,APPLICATION_CREATED,"{""source"":""EMAIL""}",,2026-08-06T14:08:00.000Z
230,45,STATUS_CHANGED,"{""from"":""New"",""to"":""Withdrawn"",""fromStatusId"":""1"",""toStatusId"":""8""}",Luis Ortega,2026-08-06T14:10:00.000Z
231,45,NOTE_ADDED,"{""noteId"":""39""}",Luis Ortega,2026-08-06T14:12:00.000Z
232,47,STATUS_CHANGED,"{""from"":""New"",""to"":""Rejected"",""fromStatusId"":""1"",""toStatusId"":""7""}",Dana Whitfield,2026-08-06T14:47:00.000Z
233,47,NOTE_ADDED,"{""noteId"":""40""}",Dana Whitfield,2026-08-06T14:48:00.000Z
234,37,CALL_LOGGED,"{""callLogId"":""56""}",Dana Whitfield,2026-08-06T15:58:00.000Z
235,48,APPLICATION_CREATED,"{""source"":""REFERRAL""}",,2026-08-06T17:43:00.000Z
236,22,ARCHIVED,{},Luis Ortega,2026-08-06T19:54:00.000Z
237,49,APPLICATION_CREATED,"{""source"":""APPLY_FORM""}",,2026-08-06T23:10:00.000Z
238,37,CALL_LOGGED,"{""callLogId"":""57""}",Dana Whitfield,2026-08-07T13:43:00.000Z
239,37,STATUS_CHANGED,"{""from"":""Screening"",""to"":""Withdrawn"",""fromStatusId"":""2"",""toStatusId"":""8""}",Dana Whitfield,2026-08-07T13:48:01.000Z
240,37,NOTE_ADDED,"{""noteId"":""41""}",Dana Whitfield,2026-08-07T13:54:01.000Z
241,46,STATUS_CHANGED,"{""from"":""New"",""to"":""Rejected"",""fromStatusId"":""1"",""toStatusId"":""7""}",Luis Ortega,2026-08-07T14:10:00.000Z
242,46,NOTE_ADDED,"{""noteId"":""42""}",Luis Ortega,2026-08-07T14:15:00.000Z
243,48,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Dana Whitfield,2026-08-07T14:52:00.000Z
244,50,APPLICATION_CREATED,"{""source"":""MANUAL""}",,2026-08-07T16:01:00.000Z
245,44,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Luis Ortega,2026-08-07T18:57:00.000Z
246,49,STATUS_CHANGED,"{""from"":""New"",""to"":""Rejected"",""fromStatusId"":""1"",""toStatusId"":""7""}",Dana Whitfield,2026-08-07T19:10:00.000Z
247,49,NOTE_ADDED,"{""noteId"":""43""}",Dana Whitfield,2026-08-07T19:15:00.000Z
248,48,CALL_LOGGED,"{""callLogId"":""58""}",Dana Whitfield,2026-08-07T20:28:00.000Z
249,51,APPLICATION_CREATED,"{""source"":""EMAIL""}",,2026-08-08T12:37:00.000Z
250,52,APPLICATION_CREATED,"{""source"":""APPLY_FORM""}",,2026-08-08T22:29:00.000Z
251,53,APPLICATION_CREATED,"{""source"":""APPLY_FORM""}",,2026-08-09T17:28:00.000Z
252,26,ARCHIVED,{},Dana Whitfield,2026-08-09T18:10:00.000Z
253,54,APPLICATION_CREATED,"{""source"":""EMAIL""}",,2026-08-09T18:23:00.000Z
254,43,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Dana Whitfield,2026-08-10T15:50:00.000Z
255,50,STATUS_CHANGED,"{""from"":""New"",""to"":""Rejected"",""fromStatusId"":""1"",""toStatusId"":""7""}",Luis Ortega,2026-08-10T15:59:00.000Z
256,31,STATUS_CHANGED,"{""from"":""Interview"",""to"":""Rejected"",""fromStatusId"":""4"",""toStatusId"":""7""}",Luis Ortega,2026-08-10T16:14:00.000Z
257,31,NOTE_ADDED,"{""noteId"":""44""}",Luis Ortega,2026-08-10T16:17:00.000Z
258,43,CALL_LOGGED,"{""callLogId"":""59""}",Dana Whitfield,2026-08-10T16:18:00.000Z
259,43,STATUS_CHANGED,"{""from"":""Screening"",""to"":""Rejected"",""fromStatusId"":""2"",""toStatusId"":""7""}",Dana Whitfield,2026-08-10T16:24:08.000Z
260,43,NOTE_ADDED,"{""noteId"":""45""}",Dana Whitfield,2026-08-10T16:26:08.000Z
261,51,STATUS_CHANGED,"{""from"":""New"",""to"":""Rejected"",""fromStatusId"":""1"",""toStatusId"":""7""}",Luis Ortega,2026-08-10T16:56:00.000Z
262,51,NOTE_ADDED,"{""noteId"":""46""}",Luis Ortega,2026-08-10T16:58:00.000Z
263,48,CALL_LOGGED,"{""callLogId"":""60""}",Dana Whitfield,2026-08-10T17:05:00.000Z
264,54,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Luis Ortega,2026-08-10T17:06:00.000Z
265,54,NOTE_ADDED,"{""noteId"":""47""}",Luis Ortega,2026-08-10T17:09:00.000Z
266,52,STATUS_CHANGED,"{""from"":""New"",""to"":""Rejected"",""fromStatusId"":""1"",""toStatusId"":""7""}",Luis Ortega,2026-08-10T17:14:00.000Z
267,52,NOTE_ADDED,"{""noteId"":""48""}",Luis Ortega,2026-08-10T17:18:00.000Z
268,48,CALL_LOGGED,"{""callLogId"":""61""}",Dana Whitfield,2026-08-10T17:23:26.000Z
269,48,STATUS_CHANGED,"{""from"":""Screening"",""to"":""Phone screen"",""fromStatusId"":""2"",""toStatusId"":""3""}",Dana Whitfield,2026-08-10T17:40:36.000Z
270,44,CALL_LOGGED,"{""callLogId"":""62""}",Luis Ortega,2026-08-10T19:14:00.000Z
271,53,STATUS_CHANGED,"{""from"":""New"",""to"":""Rejected"",""fromStatusId"":""1"",""toStatusId"":""7""}",Luis Ortega,2026-08-10T20:55:00.000Z
272,53,NOTE_ADDED,"{""noteId"":""49""}",Luis Ortega,2026-08-10T21:01:00.000Z
273,48,CALL_LOGGED,"{""callLogId"":""63""}",Dana Whitfield,2026-08-11T16:27:00.000Z
274,48,STATUS_CHANGED,"{""from"":""Phone screen"",""to"":""Interview"",""fromStatusId"":""3"",""toStatusId"":""4""}",Dana Whitfield,2026-08-11T16:39:04.000Z
275,48,NOTE_ADDED,"{""noteId"":""50""}",Dana Whitfield,2026-08-11T16:43:04.000Z
276,44,CALL_LOGGED,"{""callLogId"":""64""}",Luis Ortega,2026-08-11T18:04:00.000Z
277,38,ARCHIVED,{},Luis Ortega,2026-08-11T18:47:00.000Z
278,54,CALL_LOGGED,"{""callLogId"":""65""}",Luis Ortega,2026-08-11T20:54:00.000Z
279,44,CALL_LOGGED,"{""callLogId"":""66""}",Luis Ortega,2026-08-12T15:59:00.000Z
280,44,STATUS_CHANGED,"{""from"":""Screening"",""to"":""Rejected"",""fromStatusId"":""2"",""toStatusId"":""7""}",Luis Ortega,2026-08-12T16:12:12.000Z
281,44,NOTE_ADDED,"{""noteId"":""51""}",Luis Ortega,2026-08-12T16:18:12.000Z
282,55,APPLICATION_CREATED,"{""source"":""APPLY_FORM""}",,2026-08-12T19:56:00.000Z
283,29,ARCHIVED,{},Luis Ortega,2026-08-13T15:26:00.000Z
284,54,CALL_LOGGED,"{""callLogId"":""67""}",Luis Ortega,2026-08-13T16:51:00.000Z
285,55,STATUS_CHANGED,"{""from"":""New"",""to"":""Rejected"",""fromStatusId"":""1"",""toStatusId"":""7""}",Luis Ortega,2026-08-13T18:14:00.000Z
286,55,NOTE_ADDED,"{""noteId"":""52""}",Luis Ortega,2026-08-13T20:40:00.000Z
287,48,CALL_LOGGED,"{""callLogId"":""68""}",Dana Whitfield,2026-08-13T20:49:00.000Z
288,48,STATUS_CHANGED,"{""from"":""Interview"",""to"":""Offer"",""fromStatusId"":""4"",""toStatusId"":""5""}",Dana Whitfield,2026-08-13T21:04:32.000Z
289,56,APPLICATION_CREATED,"{""source"":""EMAIL""}",,2026-08-14T11:55:00.000Z
290,57,APPLICATION_CREATED,"{""source"":""MANUAL""}",,2026-08-14T16:45:00.000Z
291,45,ARCHIVED,{},Luis Ortega,2026-08-14T17:06:00.000Z
292,56,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Luis Ortega,2026-08-14T19:26:00.000Z
293,57,NOTE_ADDED,"{""noteId"":""53""}",Luis Ortega,2026-08-14T19:28:00.000Z
294,56,NOTE_ADDED,"{""noteId"":""54""}",Luis Ortega,2026-08-14T19:31:00.000Z
295,54,CALL_LOGGED,"{""callLogId"":""69""}",Luis Ortega,2026-08-14T20:53:00.000Z
296,58,APPLICATION_CREATED,"{""source"":""EMAIL""}",,2026-08-14T22:56:00.000Z
297,59,APPLICATION_CREATED,"{""source"":""APPLY_FORM""}",,2026-08-15T11:37:00.000Z
298,60,APPLICATION_CREATED,"{""source"":""REFERRAL""}",,2026-08-15T13:30:00.000Z
299,47,ARCHIVED,{},Dana Whitfield,2026-08-15T13:38:00.000Z
300,61,APPLICATION_CREATED,"{""source"":""APPLY_FORM""}",,2026-08-15T19:08:00.000Z
301,42,ARCHIVED,{},Luis Ortega,2026-08-16T18:12:00.000Z
302,62,APPLICATION_CREATED,"{""source"":""APPLY_FORM""}",,2026-08-16T20:04:00.000Z
303,48,STATUS_CHANGED,"{""from"":""Offer"",""to"":""Hired"",""fromStatusId"":""5"",""toStatusId"":""6""}",Dana Whitfield,2026-08-17T13:24:00.000Z
304,48,NOTE_ADDED,"{""noteId"":""55""}",Dana Whitfield,2026-08-17T13:27:00.000Z
305,54,CALL_LOGGED,"{""callLogId"":""70""}",Luis Ortega,2026-08-17T14:31:00.000Z
306,59,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Dana Whitfield,2026-08-17T18:35:00.000Z
307,61,STATUS_CHANGED,"{""from"":""New"",""to"":""Rejected"",""fromStatusId"":""1"",""toStatusId"":""7""}",Luis Ortega,2026-08-17T18:43:00.000Z
308,61,NOTE_ADDED,"{""noteId"":""56""}",Luis Ortega,2026-08-17T18:45:00.000Z
309,57,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Luis Ortega,2026-08-17T20:09:00.000Z
310,58,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Dana Whitfield,2026-08-17T20:17:00.000Z
311,60,STATUS_CHANGED,"{""from"":""New"",""to"":""Rejected"",""fromStatusId"":""1"",""toStatusId"":""7""}",Luis Ortega,2026-08-17T20:17:00.000Z
312,62,STATUS_CHANGED,"{""from"":""New"",""to"":""Rejected"",""fromStatusId"":""1"",""toStatusId"":""7""}",Luis Ortega,2026-08-17T20:35:00.000Z
313,62,NOTE_ADDED,"{""noteId"":""57""}",Luis Ortega,2026-08-17T20:36:00.000Z
314,63,APPLICATION_CREATED,"{""source"":""EMAIL""}",,2026-08-17T23:41:00.000Z
315,54,STATUS_CHANGED,"{""from"":""Screening"",""to"":""Rejected"",""fromStatusId"":""2"",""toStatusId"":""7""}",Luis Ortega,2026-08-18T16:04:00.000Z
316,57,CALL_LOGGED,"{""callLogId"":""71""}",Luis Ortega,2026-08-18T16:07:00.000Z
317,54,NOTE_ADDED,"{""noteId"":""58""}",Luis Ortega,2026-08-18T16:10:00.000Z
318,56,STATUS_CHANGED,"{""from"":""Screening"",""to"":""Rejected"",""fromStatusId"":""2"",""toStatusId"":""7""}",Luis Ortega,2026-08-18T17:26:00.000Z
319,56,NOTE_ADDED,"{""noteId"":""59""}",Luis Ortega,2026-08-18T17:27:00.000Z
320,59,CALL_LOGGED,"{""callLogId"":""72""}",Dana Whitfield,2026-08-18T18:07:00.000Z
321,64,APPLICATION_CREATED,"{""source"":""EMAIL""}",,2026-08-18T21:22:00.000Z
322,65,APPLICATION_CREATED,"{""source"":""EMAIL""}",,2026-08-18T23:17:00.000Z
323,63,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Dana Whitfield,2026-08-19T13:18:00.000Z
324,57,CALL_LOGGED,"{""callLogId"":""73""}",Luis Ortega,2026-08-19T13:56:00.000Z
325,57,STATUS_CHANGED,"{""from"":""Screening"",""to"":""Phone screen"",""fromStatusId"":""2"",""toStatusId"":""3""}",Luis Ortega,2026-08-19T14:06:07.000Z
326,59,CALL_LOGGED,"{""callLogId"":""74""}",Dana Whitfield,2026-08-19T16:02:00.000Z
327,43,ARCHIVED,{},Dana Whitfield,2026-08-19T16:18:00.000Z
328,59,STATUS_CHANGED,"{""from"":""Screening"",""to"":""Phone screen"",""fromStatusId"":""2"",""toStatusId"":""3""}",Dana Whitfield,2026-08-19T16:22:38.000Z
329,66,APPLICATION_CREATED,"{""source"":""APPLY_FORM""}",,2026-08-19T16:42:00.000Z
330,58,STATUS_CHANGED,"{""from"":""Screening"",""to"":""Rejected"",""fromStatusId"":""2"",""toStatusId"":""7""}",Dana Whitfield,2026-08-19T16:43:00.000Z
331,58,NOTE_ADDED,"{""noteId"":""60""}",Dana Whitfield,2026-08-19T16:44:00.000Z
332,64,STATUS_CHANGED,"{""from"":""New"",""to"":""Rejected"",""fromStatusId"":""1"",""toStatusId"":""7""}",Dana Whitfield,2026-08-19T16:55:00.000Z
333,64,NOTE_ADDED,"{""noteId"":""61""}",Dana Whitfield,2026-08-19T16:57:00.000Z
334,37,ARCHIVED,{},Dana Whitfield,2026-08-20T13:50:00.000Z
335,65,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Dana Whitfield,2026-08-20T14:26:00.000Z
336,67,APPLICATION_CREATED,"{""source"":""EMAIL""}",,2026-08-20T14:29:00.000Z
337,66,STATUS_CHANGED,"{""from"":""New"",""to"":""Withdrawn"",""fromStatusId"":""1"",""toStatusId"":""8""}",Luis Ortega,2026-08-20T16:14:00.000Z
338,66,NOTE_ADDED,"{""noteId"":""62""}",Luis Ortega,2026-08-20T16:17:00.000Z
339,63,CALL_LOGGED,"{""callLogId"":""75""}",Dana Whitfield,2026-08-20T16:19:00.000Z
340,52,ARCHIVED,{},Luis Ortega,2026-08-20T17:15:00.000Z
341,67,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Luis Ortega,2026-08-20T20:31:00.000Z
342,67,NOTE_ADDED,"{""noteId"":""63""}",Luis Ortega,2026-08-20T20:33:00.000Z
343,59,CALL_LOGGED,"{""callLogId"":""76""}",Dana Whitfield,2026-08-21T13:10:00.000Z
344,59,CALL_LOGGED,"{""callLogId"":""77""}",Dana Whitfield,2026-08-21T13:34:00.000Z
345,63,CALL_LOGGED,"{""callLogId"":""78""}",Dana Whitfield,2026-08-21T13:40:00.000Z
346,59,STATUS_CHANGED,"{""from"":""Phone screen"",""to"":""Interview"",""fromStatusId"":""3"",""toStatusId"":""4""}",Dana Whitfield,2026-08-21T13:45:55.000Z
347,67,CALL_LOGGED,"{""callLogId"":""79""}",Luis Ortega,2026-08-21T14:27:00.000Z
348,67,STATUS_CHANGED,"{""from"":""Screening"",""to"":""Rejected"",""fromStatusId"":""2"",""toStatusId"":""7""}",Luis Ortega,2026-08-21T14:37:58.000Z
349,67,NOTE_ADDED,"{""noteId"":""64""}",Luis Ortega,2026-08-21T14:40:58.000Z
350,65,CALL_LOGGED,"{""callLogId"":""80""}",Dana Whitfield,2026-08-21T14:43:00.000Z
351,44,ARCHIVED,{},Luis Ortega,2026-08-21T15:15:00.000Z
352,68,APPLICATION_CREATED,"{""source"":""APPLY_FORM""}",,2026-08-22T00:46:00.000Z
353,69,APPLICATION_CREATED,"{""source"":""MANUAL""}",,2026-08-22T14:43:00.000Z
354,70,APPLICATION_CREATED,"{""source"":""APPLY_FORM""}",,2026-08-23T13:25:00.000Z
355,71,APPLICATION_CREATED,"{""source"":""REFERRAL""}",,2026-08-23T15:54:00.000Z
356,72,APPLICATION_CREATED,"{""source"":""REFERRAL""}",,2026-08-23T16:05:00.000Z
357,73,APPLICATION_CREATED,"{""source"":""EMAIL""}",,2026-08-23T20:00:00.000Z
358,74,APPLICATION_CREATED,"{""source"":""APPLY_FORM""}",,2026-08-23T20:14:00.000Z
359,69,STATUS_CHANGED,"{""from"":""New"",""to"":""Rejected"",""fromStatusId"":""1"",""toStatusId"":""7""}",Luis Ortega,2026-08-24T13:06:00.000Z
360,74,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Luis Ortega,2026-08-24T13:16:00.000Z
361,68,STATUS_CHANGED,"{""from"":""New"",""to"":""Rejected"",""fromStatusId"":""1"",""toStatusId"":""7""}",Dana Whitfield,2026-08-24T13:26:00.000Z
362,68,NOTE_ADDED,"{""noteId"":""65""}",Dana Whitfield,2026-08-24T13:31:00.000Z
363,75,APPLICATION_CREATED,"{""source"":""REFERRAL""}",,2026-08-24T14:50:00.000Z
364,37,RESTORED,{},Dana Whitfield,2026-08-24T15:16:11.000Z
365,57,CALL_LOGGED,"{""callLogId"":""81""}",Luis Ortega,2026-08-24T15:31:00.000Z
366,65,CALL_LOGGED,"{""callLogId"":""82""}",Dana Whitfield,2026-08-24T15:33:00.000Z
367,74,CALL_LOGGED,"{""callLogId"":""83""}",Luis Ortega,2026-08-24T15:59:00.000Z
368,74,NOTE_ADDED,"{""noteId"":""66""}",Luis Ortega,2026-08-24T16:28:00.000Z
369,71,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Dana Whitfield,2026-08-24T17:30:00.000Z
370,72,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Dana Whitfield,2026-08-24T17:32:00.000Z
371,75,NOTE_ADDED,"{""noteId"":""67""}",Dana Whitfield,2026-08-24T17:34:00.000Z
372,72,NOTE_ADDED,"{""noteId"":""68""}",Dana Whitfield,2026-08-24T17:38:00.000Z
373,71,CALL_LOGGED,"{""callLogId"":""84""}",Dana Whitfield,2026-08-24T17:53:00.000Z
374,72,CALL_LOGGED,"{""callLogId"":""85""}",Dana Whitfield,2026-08-24T18:07:00.000Z
375,59,NOTE_ADDED,"{""noteId"":""69""}",Dana Whitfield,2026-08-24T19:22:00.000Z
376,73,STATUS_CHANGED,"{""from"":""New"",""to"":""Rejected"",""fromStatusId"":""1"",""toStatusId"":""7""}",Luis Ortega,2026-08-24T19:24:00.000Z
377,48,ARCHIVED,{},Dana Whitfield,2026-08-24T19:30:00.000Z
378,63,CALL_LOGGED,"{""callLogId"":""86""}",Dana Whitfield,2026-08-24T20:06:00.000Z
379,59,CALL_LOGGED,"{""callLogId"":""87""}",Dana Whitfield,2026-08-24T20:07:00.000Z
380,69,NOTE_ADDED,"{""noteId"":""70""}",Luis Ortega,2026-08-24T20:15:00.000Z
381,59,STATUS_CHANGED,"{""from"":""Interview"",""to"":""Offer"",""fromStatusId"":""4"",""toStatusId"":""5""}",Dana Whitfield,2026-08-24T20:24:53.000Z
382,68,NOTE_ADDED,"{""noteId"":""71""}",Dana Whitfield,2026-08-24T20:33:00.000Z
383,72,CALL_LOGGED,"{""callLogId"":""88""}",Dana Whitfield,2026-08-24T20:39:00.000Z
384,76,APPLICATION_CREATED,"{""source"":""APPLY_FORM""}",,2026-08-24T21:24:00.000Z
385,74,CALL_LOGGED,"{""callLogId"":""89""}",Luis Ortega,2026-08-25T13:34:00.000Z
386,55,ARCHIVED,{},Luis Ortega,2026-08-25T13:46:00.000Z
387,65,CALL_LOGGED,"{""callLogId"":""90""}",Dana Whitfield,2026-08-25T13:56:00.000Z
388,70,STATUS_CHANGED,"{""from"":""New"",""to"":""Rejected"",""fromStatusId"":""1"",""toStatusId"":""7""}",Luis Ortega,2026-08-25T14:14:00.000Z
389,70,NOTE_ADDED,"{""noteId"":""72""}",Luis Ortega,2026-08-25T14:16:00.000Z
390,72,CALL_LOGGED,"{""callLogId"":""91""}",Dana Whitfield,2026-08-25T15:16:00.000Z
391,72,CALL_LOGGED,"{""callLogId"":""92""}",Dana Whitfield,2026-08-25T15:40:38.000Z
392,72,STATUS_CHANGED,"{""from"":""Screening"",""to"":""Phone screen"",""fromStatusId"":""2"",""toStatusId"":""3""}",Dana Whitfield,2026-08-25T16:07:49.000Z
393,75,STATUS_CHANGED,"{""from"":""New"",""to"":""Withdrawn"",""fromStatusId"":""1"",""toStatusId"":""8""}",Dana Whitfield,2026-08-25T16:44:00.000Z
394,71,CALL_LOGGED,"{""callLogId"":""93""}",Dana Whitfield,2026-08-25T17:09:00.000Z
395,63,CALL_LOGGED,"{""callLogId"":""94""}",Dana Whitfield,2026-08-25T17:28:00.000Z
396,63,STATUS_CHANGED,"{""from"":""Screening"",""to"":""Phone screen"",""fromStatusId"":""2"",""toStatusId"":""3""}",Dana Whitfield,2026-08-25T17:43:43.000Z
397,63,NOTE_ADDED,"{""noteId"":""73""}",Dana Whitfield,2026-08-25T17:45:43.000Z
398,77,APPLICATION_CREATED,"{""source"":""APPLY_FORM""}",,2026-08-25T18:44:00.000Z
399,57,CALL_LOGGED,"{""callLogId"":""95""}",Luis Ortega,2026-08-25T18:59:00.000Z
400,57,STATUS_CHANGED,"{""from"":""Phone screen"",""to"":""Interview"",""fromStatusId"":""3"",""toStatusId"":""4""}",Luis Ortega,2026-08-25T19:04:17.000Z
401,74,CALL_LOGGED,"{""callLogId"":""96""}",Luis Ortega,2026-08-25T20:16:00.000Z
402,74,STATUS_CHANGED,"{""from"":""Screening"",""to"":""Phone screen"",""fromStatusId"":""2"",""toStatusId"":""3""}",Luis Ortega,2026-08-25T20:43:33.000Z
403,78,APPLICATION_CREATED,"{""source"":""MANUAL""}",,2026-08-26T12:09:00.000Z
404,54,ARCHIVED,{},Luis Ortega,2026-08-26T14:53:00.000Z
405,76,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Dana Whitfield,2026-08-26T15:00:00.000Z
406,59,STATUS_CHANGED,"{""from"":""Offer"",""to"":""Hired"",""fromStatusId"":""5"",""toStatusId"":""6""}",Dana Whitfield,2026-08-26T15:18:00.000Z
407,76,CALL_LOGGED,"{""callLogId"":""97""}",Dana Whitfield,2026-08-26T16:15:00.000Z
408,71,CALL_LOGGED,"{""callLogId"":""98""}",Dana Whitfield,2026-08-26T16:22:00.000Z
409,71,STATUS_CHANGED,"{""from"":""Screening"",""to"":""Phone screen"",""fromStatusId"":""2"",""toStatusId"":""3""}",Dana Whitfield,2026-08-26T16:52:06.000Z
410,77,STATUS_CHANGED,"{""from"":""New"",""to"":""Rejected"",""fromStatusId"":""1"",""toStatusId"":""7""}",Dana Whitfield,2026-08-26T17:06:00.000Z
411,77,NOTE_ADDED,"{""noteId"":""74""}",Dana Whitfield,2026-08-26T17:09:00.000Z
412,72,STATUS_CHANGED,"{""from"":""Phone screen"",""to"":""Rejected"",""fromStatusId"":""3"",""toStatusId"":""7""}",Dana Whitfield,2026-08-26T18:49:00.000Z
413,72,NOTE_ADDED,"{""noteId"":""75""}",Dana Whitfield,2026-08-26T18:53:00.000Z
414,65,CALL_LOGGED,"{""callLogId"":""99""}",Dana Whitfield,2026-08-26T19:29:00.000Z
415,65,STATUS_CHANGED,"{""from"":""Screening"",""to"":""Phone screen"",""fromStatusId"":""2"",""toStatusId"":""3""}",Dana Whitfield,2026-08-26T19:41:48.000Z
416,78,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Luis Ortega,2026-08-26T19:59:00.000Z
417,78,NOTE_ADDED,"{""noteId"":""76""}",Luis Ortega,2026-08-26T20:04:00.000Z
418,74,CALL_LOGGED,"{""callLogId"":""100""}",Luis Ortega,2026-08-26T20:05:00.000Z
419,74,STATUS_CHANGED,"{""from"":""Phone screen"",""to"":""Interview"",""fromStatusId"":""3"",""toStatusId"":""4""}",Luis Ortega,2026-08-26T20:13:34.000Z
420,74,NOTE_ADDED,"{""noteId"":""77""}",Luis Ortega,2026-08-26T20:16:34.000Z
421,78,CALL_LOGGED,"{""callLogId"":""101""}",Luis Ortega,2026-08-27T14:26:00.000Z
422,79,APPLICATION_CREATED,"{""source"":""EMAIL""}",,2026-08-27T17:05:00.000Z
423,76,CALL_LOGGED,"{""callLogId"":""102""}",Dana Whitfield,2026-08-28T14:50:00.000Z
424,80,APPLICATION_CREATED,"{""source"":""APPLY_FORM""}",,2026-08-28T14:56:00.000Z
425,71,STATUS_CHANGED,"{""from"":""Phone screen"",""to"":""Rejected"",""fromStatusId"":""3"",""toStatusId"":""7""}",Dana Whitfield,2026-08-28T15:28:00.000Z
426,74,STATUS_CHANGED,"{""from"":""Interview"",""to"":""Rejected"",""fromStatusId"":""4"",""toStatusId"":""7""}",Luis Ortega,2026-08-28T15:48:00.000Z
427,74,NOTE_ADDED,"{""noteId"":""78""}",Luis Ortega,2026-08-28T15:54:00.000Z
428,66,ARCHIVED,{},Luis Ortega,2026-08-28T18:59:00.000Z
429,78,CALL_LOGGED,"{""callLogId"":""103""}",Luis Ortega,2026-08-28T20:56:00.000Z
430,81,APPLICATION_CREATED,"{""source"":""EMAIL""}",,2026-08-29T11:52:00.000Z
431,82,APPLICATION_CREATED,"{""source"":""APPLY_FORM""}",,2026-08-29T13:59:00.000Z
432,83,APPLICATION_CREATED,"{""source"":""EMAIL""}",,2026-08-29T16:24:00.000Z
433,84,APPLICATION_CREATED,"{""source"":""EMAIL""}",,2026-08-30T12:48:00.000Z
434,85,APPLICATION_CREATED,"{""source"":""APPLY_FORM""}",,2026-08-30T14:05:00.000Z
435,86,APPLICATION_CREATED,"{""source"":""EMAIL""}",,2026-08-30T16:26:00.000Z
436,84,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Luis Ortega,2026-08-31T13:31:00.000Z
437,82,NOTE_ADDED,"{""noteId"":""79""}",Dana Whitfield,2026-08-31T13:36:00.000Z
438,79,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Luis Ortega,2026-08-31T13:39:00.000Z
439,76,CALL_LOGGED,"{""callLogId"":""104""}",Dana Whitfield,2026-08-31T14:31:00.000Z
440,82,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Dana Whitfield,2026-08-31T14:34:00.000Z
441,76,STATUS_CHANGED,"{""from"":""Screening"",""to"":""Phone screen"",""fromStatusId"":""2"",""toStatusId"":""3""}",Dana Whitfield,2026-08-31T14:53:51.000Z
442,78,CALL_LOGGED,"{""callLogId"":""105""}",Luis Ortega,2026-08-31T15:17:00.000Z
